Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating
2005,Acura,1.7EL,Compact,1.7,4,A4,X,9.2,7.2,8.3,34,191,n/a,n/a
2005,Acura,1.7EL,Compact,1.7,4,M5,X,9.1,7.3,8.3,34,191,n/a,n/a
2005,Acura,MDX AWD,Sport utility vehicle,3.5,6,A5,Z,15.9,11.1,13.7,21,315,n/a,n/a
2005,Acura,NSX,Two-seater,3,6,AS4,Z,15.1,10.5,13,22,299,n/a,n/a
2005,Acura,NSX,Two-seater,3.2,6,M6,Z,15.1,10.5,13,22,299,n/a,n/a
2005,Acura,RL,Mid-size,3.5,6,AS5,Z,14.5,9.9,12.4,23,285,n/a,n/a
2005,Acura,RSX,Subcompact,2,4,AS5,X,10.6,7.6,9.3,30,214,n/a,n/a
2005,Acura,RSX,Subcompact,2,4,M5,X,9.9,7.6,8.9,32,205,n/a,n/a
2005,Acura,RSX,Subcompact,2,4,M6,Z,11.8,8.3,10.2,28,235,n/a,n/a
2005,Acura,TL,Mid-size,3.2,6,AS5,Z,13.3,8.9,11.3,25,260,n/a,n/a
2005,Acura,TL,Mid-size,3.2,6,M6,Z,13.3,8.9,11.3,25,260,n/a,n/a
2005,Acura,TSX,Compact,2.4,4,AS5,Z,12,8.5,10.4,27,239,n/a,n/a
2005,Acura,TSX,Compact,2.4,4,M6,Z,12.5,8.7,10.8,26,248,n/a,n/a
2005,Audi,A4,Compact,1.8,4,AV,Z,11.8,8.7,10.4,27,239,n/a,n/a
2005,Audi,A4 quattro,Compact,1.8,4,AS5,Z,13.2,9,11.3,25,260,n/a,n/a
2005,Audi,A4 quattro,Compact,1.8,4,M6,Z,12.7,8.6,10.8,26,248,n/a,n/a
2005,Audi,A4 quattro,Compact,3,6,AS5,Z,14.5,9.9,12.4,23,285,n/a,n/a
2005,Audi,A4 quattro,Compact,3,6,M6,Z,14.5,9.8,12.4,23,285,n/a,n/a
2005,Audi,A4 quattro,Compact,3.1,6,AS6,Z,14.2,9.7,12.2,23,281,n/a,n/a
2005,Audi,A4 Cabriolet,Subcompact,1.8,4,AV,Z,11.6,8.6,10.2,28,235,n/a,n/a
2005,Audi,A4 Cabriolet,Subcompact,3,6,AV,Z,12.8,9,11.1,25,255,n/a,n/a
2005,Audi,A4 Cabriolet quattro,Subcompact,3,6,AS5,Z,14.5,9.9,12.4,23,285,n/a,n/a
2005,Audi,A4 Avant,Station wagon: Small,1.8,4,AV,Z,11.6,8.6,10.2,28,235,n/a,n/a
2005,Audi,A4 Avant quattro,Station wagon: Small,1.8,4,AS5,Z,13.2,9,11.3,25,260,n/a,n/a
2005,Audi,A4 Avant quattro,Station wagon: Small,1.8,4,M6,Z,12.6,8.5,10.7,26,246,n/a,n/a
2005,Audi,A4 Avant quattro,Station wagon: Small,3,6,AS5,Z,14.5,9.9,12.4,23,285,n/a,n/a
2005,Audi,A4 Avant quattro,Station wagon: Small,3,6,M6,Z,14.5,9.8,12.4,23,285,n/a,n/a
2005,Audi,A4 Avant quattro,Station wagon: Small,3.1,6,AS6,Z,14.2,9.7,12.2,23,281,n/a,n/a
2005,Audi,A6 quattro,Mid-size,3.1,6,AS6,Z,14.2,9.7,12.2,23,281,n/a,n/a
2005,Audi,A6 quattro,Mid-size,4.2,8,AS6,Z,15.2,11,13.3,21,306,n/a,n/a
2005,Audi,A6 Avant quattro,Station wagon: Mid-size,3.1,6,AS6,Z,15.2,9.9,12.8,22,294,n/a,n/a
2005,Audi,A8,Mid-size,4.2,8,AS6,Z,15,10.5,13,22,299,n/a,n/a
2005,Audi,A8L,Full-size,4.2,8,AS6,Z,15,10.5,13,22,299,n/a,n/a
2005,Audi,A8L,Full-size,6,12,AS6,Z,17.8,12.3,15.3,18,352,n/a,n/a
2005,Audi,allroad quattro,Sport utility vehicle,2.7,6,AS5,Z,16,11.5,14,20,322,n/a,n/a
2005,Audi,allroad quattro,Sport utility vehicle,2.7,6,M6,Z,16.5,11.1,14.1,20,324,n/a,n/a
2005,Audi,S4,Compact,4.2,8,AS6,Z,15,10.7,13.1,22,301,n/a,n/a
2005,Audi,S4,Compact,4.2,8,M6,Z,17.6,12,15.1,19,347,n/a,n/a
2005,Audi,S4 Cabriolet,Subcompact,4.2,8,AS6,Z,14.9,11,13.1,22,301,n/a,n/a
2005,Audi,S4 Cabriolet,Subcompact,4.2,8,M6,Z,17.6,12,15.1,19,347,n/a,n/a
2005,Audi,S4 Avant,Station wagon: Small,4.2,8,AS6,Z,15,10.7,13.1,22,301,n/a,n/a
2005,Audi,S4 Avant,Station wagon: Small,4.2,8,M6,Z,17.6,12,15.1,19,347,n/a,n/a
2005,Audi,TT Coupe,Minicompact,1.8,4,AS6,Z,12.8,8.9,11,26,253,n/a,n/a
2005,Audi,TT Coupe quattro,Minicompact,1.8,4,M6,Z,13.2,9,11.3,25,260,n/a,n/a
2005,Audi,TT Coupe quattro,Minicompact,3.2,6,AS6,Z,12,9.6,10.9,26,251,n/a,n/a
2005,Audi,TT Roadster,Two-seater,1.8,4,AS6,Z,13.4,9,11.4,25,262,n/a,n/a
2005,Audi,TT Roadster quattro,Two-seater,1.8,4,M6,Z,13.2,9,11.3,25,260,n/a,n/a
2005,Audi,TT Roadster quattro,Two-seater,3.2,6,AS6,Z,12.3,9.6,11.1,25,255,n/a,n/a
2005,Bentley,Arnage,Mid-size,6.7,8,A4,Z,25.1,17.4,21.6,13,497,n/a,n/a
2005,Bentley,Arnage LWB,Full-size,6.7,8,A4,Z,25.1,17.4,21.6,13,497,n/a,n/a
2005,Bentley,Continental GT,Compact,6,12,AS5,Z,22.9,14.3,19,15,437,n/a,n/a
2005,BMW,320i,Compact,2.2,6,A5,Z,13.1,8.8,11.2,25,258,n/a,n/a
2005,BMW,320i,Compact,2.2,6,M5,Z,12.8,8.6,10.9,26,251,n/a,n/a
2005,BMW,325Ci,Subcompact,2.5,6,A5,Z,13.8,9.5,11.9,24,274,n/a,n/a
2005,BMW,325Ci,Subcompact,2.5,6,AM6,Z,12,8,10.2,28,235,n/a,n/a
2005,BMW,325Ci,Subcompact,2.5,6,M5,Z,13.1,8.8,11.2,25,258,n/a,n/a
2005,BMW,325Ci Convertible,Minicompact,2.5,6,A5,Z,14.3,9.7,12.2,23,281,n/a,n/a
2005,BMW,325Ci Convertible,Minicompact,2.5,6,AM6,Z,12.8,8.7,10.9,26,251,n/a,n/a
2005,BMW,325Ci Convertible,Minicompact,2.5,6,M5,Z,14.2,9.5,12.1,23,278,n/a,n/a
2005,BMW,325i,Compact,2.5,6,A5,Z,13.8,9.5,11.9,24,274,n/a,n/a
2005,BMW,325i,Compact,2.5,6,AM6,Z,12,8,10.2,28,235,n/a,n/a
2005,BMW,325i,Compact,2.5,6,M5,Z,13.1,8.8,11.2,25,258,n/a,n/a
2005,BMW,325xi,Compact,2.5,6,A5,Z,13.7,9.8,12,24,276,n/a,n/a
2005,BMW,325xi,Compact,2.5,6,M5,Z,13.6,9.5,11.8,24,271,n/a,n/a
2005,BMW,325i Sport Wagon,Station wagon: Small,2.5,6,A5,Z,13.8,9.5,11.9,24,274,n/a,n/a
2005,BMW,325i Sport Wagon,Station wagon: Small,2.5,6,AM6,Z,12,8,10.2,28,235,n/a,n/a
2005,BMW,325i Sport Wagon,Station wagon: Small,2.5,6,M5,Z,13.1,8.8,11.2,25,258,n/a,n/a
2005,BMW,325xi Sport Wagon,Station wagon: Small,2.5,6,A5,Z,13.7,9.8,12,24,276,n/a,n/a
2005,BMW,325xi Sport Wagon,Station wagon: Small,2.5,6,M5,Z,13.9,9.7,12,24,276,n/a,n/a
2005,BMW,330Ci,Subcompact,3,6,A5,Z,13.8,9.5,11.9,24,274,n/a,n/a
2005,BMW,330Ci,Subcompact,3,6,AM6,Z,12.8,8.6,10.9,26,251,n/a,n/a
2005,BMW,330Ci,Subcompact,3,6,M6,Z,13.2,8.7,11.2,25,258,n/a,n/a
2005,BMW,330Ci Convertible,Minicompact,3,6,A5,Z,14.4,10.1,12.4,23,285,n/a,n/a
2005,BMW,330Ci Convertible,Minicompact,3,6,AM6,Z,13.3,8.9,11.3,25,260,n/a,n/a
2005,BMW,330Ci Convertible,Minicompact,3,6,M6,Z,13.6,9,11.6,24,267,n/a,n/a
2005,BMW,330i,Compact,3,6,A5,Z,13.8,9.5,11.9,24,274,n/a,n/a
2005,BMW,330i,Compact,3,6,AM6,Z,12.8,8.6,10.9,26,251,n/a,n/a
2005,BMW,330i,Compact,3,6,M6,Z,13.2,8.7,11.2,25,258,n/a,n/a
2005,BMW,330xi,Compact,3,6,A5,Z,14.6,10.2,12.6,22,290,n/a,n/a
2005,BMW,330xi,Compact,3,6,M6,Z,13.3,8.8,11.3,25,260,n/a,n/a
2005,BMW,525i,Mid-size,2.5,6,A6,Z,14,9,11.8,24,271,n/a,n/a
2005,BMW,525i,Mid-size,2.5,6,AM6,Z,12,8,10.2,28,235,n/a,n/a
2005,BMW,525i,Mid-size,2.5,6,M6,Z,13.9,9,11.7,24,269,n/a,n/a
2005,BMW,530i,Mid-size,3,6,A6,Z,13.7,8.9,11.6,24,267,n/a,n/a
2005,BMW,530i,Mid-size,3,6,AM6,Z,12.8,8.6,10.9,26,251,n/a,n/a
2005,BMW,530i,Mid-size,3,6,M6,Z,13.2,8.7,11.2,25,258,n/a,n/a
2005,BMW,545i,Mid-size,4.4,8,A6,Z,14.6,9.7,12.4,23,285,n/a,n/a
2005,BMW,545i,Mid-size,4.4,8,AM6,Z,16.1,10.2,13.4,21,308,n/a,n/a
2005,BMW,545i,Mid-size,4.4,8,M6,Z,16,10.2,13.4,21,308,n/a,n/a
2005,BMW,645Ci,Subcompact,4.4,8,A6,Z,14.6,9.7,12.4,23,285,n/a,n/a
2005,BMW,645Ci,Subcompact,4.4,8,AM6,Z,16.1,10.2,13.4,21,308,n/a,n/a
2005,BMW,645Ci,Subcompact,4.4,8,M6,Z,16,10.2,13.4,21,308,n/a,n/a
2005,BMW,645Ci Convertible,Subcompact,4.4,8,A6,Z,14.8,9.8,12.6,22,290,n/a,n/a
2005,BMW,645Ci Convertible,Subcompact,4.4,8,AM6,Z,17.3,11.1,14.5,19,334,n/a,n/a
2005,BMW,645Ci Convertible,Subcompact,4.4,8,M6,Z,17.4,11.1,14.6,19,336,n/a,n/a
2005,BMW,745i,Full-size,4.4,8,A6,Z,14.8,9.8,12.6,22,290,n/a,n/a
2005,BMW,745Li,Full-size,4.4,8,A6,Z,14.8,9.8,12.6,22,290,n/a,n/a
2005,BMW,760i,Full-size,6,12,A6,Z,17.6,11.2,14.7,19,338,n/a,n/a
2005,BMW,760Li,Full-size,6,12,A6,Z,17.6,11.2,14.7,19,338,n/a,n/a
2005,BMW,M3,Subcompact,3.2,6,AM6,Z,14.9,10.4,12.9,22,297,n/a,n/a
2005,BMW,M3,Subcompact,3.2,6,M6,Z,16.2,10.6,13.7,21,315,n/a,n/a
2005,BMW,M3 Convertible,Minicompact,3.2,6,AM6,Z,15.4,11.2,13.5,21,311,n/a,n/a
2005,BMW,M3 Convertible,Minicompact,3.2,6,M6,Z,16.6,11.1,14.1,20,324,n/a,n/a
2005,BMW,X3,Sport utility vehicle,2.5,6,A5,Z,15.7,10.9,13.5,21,311,n/a,n/a
2005,BMW,X3,Sport utility vehicle,2.5,6,M6,Z,15.2,10.5,13.1,22,301,n/a,n/a
2005,BMW,X3,Sport utility vehicle,3,6,A5,Z,16.5,11,14,20,322,n/a,n/a
2005,BMW,X3,Sport utility vehicle,3,6,M6,Z,15.4,10.4,13.2,21,304,n/a,n/a
2005,BMW,X5,Sport utility vehicle,3,6,A6,Z,16.6,12.2,14.6,19,336,n/a,n/a
2005,BMW,X5,Sport utility vehicle,3,6,M6,Z,17.7,11.9,15.1,19,347,n/a,n/a
2005,BMW,X5,Sport utility vehicle,4.4,8,A6,Z,16.5,11.7,14.3,20,329,n/a,n/a
2005,BMW,X5 4.8is,Sport utility vehicle,4.8,8,A6,Z,16.4,11.9,14.4,20,331,n/a,n/a
2005,BMW,Z4 Roadster,Two-seater,2.5,6,A5,Z,12.9,9.1,11.2,25,258,n/a,n/a
2005,BMW,Z4 Roadster,Two-seater,2.5,6,AM6,Z,12.1,8.3,10.4,27,239,n/a,n/a
2005,BMW,Z4 Roadster,Two-seater,2.5,6,M5,Z,13.2,9.3,11.4,25,262,n/a,n/a
2005,BMW,Z4 Roadster,Two-seater,3,6,A5,Z,13.8,9.5,11.9,24,274,n/a,n/a
2005,BMW,Z4 Roadster,Two-seater,3,6,AM6,Z,12.1,8.2,10.4,27,239,n/a,n/a
2005,BMW,Z4 Roadster,Two-seater,3,6,M6,Z,12.9,8.8,11,26,253,n/a,n/a
2005,Buick,Allure,Mid-size,3.6,6,A4,X,13.9,9.5,11.9,24,274,n/a,n/a
2005,Buick,Allure,Mid-size,3.8,6,A4,X,13.4,8.7,11.3,25,260,n/a,n/a
2005,Buick,Century,Mid-size,3.1,6,A4,X,13.2,8.6,11.1,25,255,n/a,n/a
2005,Buick,LeSabre,Full-size,3.8,6,A4,X,13.4,8.7,11.3,25,260,n/a,n/a
2005,Buick,Park Avenue,Full-size,3.8,6,A4,X,13.4,8.7,11.3,25,260,n/a,n/a
2005,Buick,Park Avenue #,Full-size,3.8,6,A4,Z,15,9.7,12.6,22,290,n/a,n/a
2005,Buick,Rainier AWD,Sport utility vehicle,4.2,6,A4,X,17.3,12.5,15.1,19,347,n/a,n/a
2005,Buick,Rainier AWD,Sport utility vehicle,5.3,8,A4,X,18.2,13.4,16,18,368,n/a,n/a
2005,Buick,Rendezvous,Sport utility vehicle,3.4,6,A4,X,14.2,9.8,12.2,23,281,n/a,n/a
2005,Buick,Rendezvous,Sport utility vehicle,3.6,6,A4,X,14.4,9.6,12.2,23,281,n/a,n/a
2005,Buick,Rendezvous AWD,Sport utility vehicle,3.4,6,A4,X,14.3,10.3,12.5,23,288,n/a,n/a
2005,Buick,Rendezvous AWD,Sport utility vehicle,3.6,6,A4,X,14.9,10.2,12.8,22,294,n/a,n/a
2005,Buick,Terraza,Minivan,3.5,6,A4,X,14.9,10.4,12.9,22,297,n/a,n/a
2005,Buick,Terraza AWD,Minivan,3.5,6,A4,X,15.4,11.2,13.5,21,311,n/a,n/a
2005,Cadillac,CTS,Mid-size,2.8,6,A5,X,14.7,9.6,12.4,23,285,n/a,n/a
2005,Cadillac,CTS,Mid-size,2.8,6,M6,X,15.2,9.5,12.6,22,290,n/a,n/a
2005,Cadillac,CTS,Mid-size,3.6,6,A5,X,15,9.4,12.5,23,288,n/a,n/a
2005,Cadillac,CTS,Mid-size,3.6,6,M6,X,15.7,9.6,13,22,299,n/a,n/a
2005,Cadillac,CTS,Mid-size,5.7,8,M6,Z,16.9,11,14.2,20,327,n/a,n/a
2005,Cadillac,DeVille,Full-size,4.6,8,A4,X,14.9,9.7,12.6,22,290,n/a,n/a
2005,Cadillac,Armored Deville,Full-size,4.6,8,A4,X,19.1,13.1,16.4,17,377,n/a,n/a
2005,Cadillac,Escalade AWD,Sport utility vehicle,6,8,A4,Z,21.9,17.3,19.8,14,455,n/a,n/a
2005,Cadillac,Escalade ESV AWD,Sport utility vehicle,6,8,A4,Z,21.9,17.3,19.8,14,455,n/a,n/a
2005,Cadillac,Escalade EXT AWD,Pickup truck: Standard,6,8,A4,Z,21.9,17.3,19.8,14,455,n/a,n/a
2005,Cadillac,SRX,Sport utility vehicle,3.6,6,AS5,X,16,10.9,13.7,21,315,n/a,n/a
2005,Cadillac,SRX,Sport utility vehicle,4.6,8,AS5,Z,17.3,11.1,14.5,19,334,n/a,n/a
2005,Cadillac,SRX AWD,Sport utility vehicle,3.6,6,AS5,X,17.1,11.5,14.6,19,336,n/a,n/a
2005,Cadillac,SRX AWD,Sport utility vehicle,4.6,8,AS5,Z,17.9,11.2,14.9,19,343,n/a,n/a
2005,Cadillac,STS,Mid-size,3.6,6,AS5,X,15.9,10.4,13.4,21,308,n/a,n/a
2005,Cadillac,STS,Mid-size,4.6,8,AS5,Z,15.9,10.2,13.3,21,306,n/a,n/a
2005,Cadillac,STS AWD,Mid-size,4.6,8,AS5,Z,17.6,11.4,14.8,19,340,n/a,n/a
2005,Cadillac,XLR,Two-seater,4.6,8,AS5,Z,15.9,10.2,13.3,21,306,n/a,n/a
2005,Chevrolet,Astro Cargo,Van: Cargo,4.3,6,A4,X,16.4,12.1,14.5,19,334,n/a,n/a
2005,Chevrolet,Astro Cargo AWD,Van: Cargo,4.3,6,A4,X,19.1,14.7,17.2,16,396,n/a,n/a
2005,Chevrolet,Astro Passenger,Van: Passenger,4.3,6,A4,X,16.3,12,14.4,20,331,n/a,n/a
2005,Chevrolet,Astro Passenger AWD,Van: Passenger,4.3,6,A4,X,19.1,14.7,17.2,16,396,n/a,n/a
2005,Chevrolet,Aveo,Subcompact,1.6,4,A4,X,10.3,7.6,9.1,31,209,n/a,n/a
2005,Chevrolet,Aveo,Subcompact,1.6,4,M5,X,10.1,7.3,8.9,32,205,n/a,n/a
2005,Chevrolet,Blazer 4X4,Sport utility vehicle,4.3,6,A4,X,19.1,14.7,17.2,16,396,n/a,n/a
2005,Chevrolet,Blazer 4X4,Sport utility vehicle,4.3,6,M5,X,17.3,12.8,15.3,18,352,n/a,n/a
2005,Chevrolet,C1500 Avalanche,Pickup truck: Standard,5.3,8,A4,X,18.2,13.5,16.1,18,370,n/a,n/a
2005,Chevrolet,C1500 Avalanche FFV,Pickup truck: Standard,5.3,8,A4,X,18.1,13.3,15.9,18,366,n/a,n/a
2005,Chevrolet,C1500 Avalanche FFV,Pickup truck: Standard,5.3,8,A4,E,23.9,17.5,21,13,336,n/a,n/a
2005,Chevrolet,C1500 Silverado,Pickup truck: Standard,4.3,6,A4,X,16.4,12.1,14.5,19,334,n/a,n/a
2005,Chevrolet,C1500 Silverado,Pickup truck: Standard,4.3,6,M5,X,17.4,12.1,15,19,345,n/a,n/a
2005,Chevrolet,C1500 Silverado,Pickup truck: Standard,4.8,8,A4,X,16,12.2,14.3,20,329,n/a,n/a
2005,Chevrolet,C1500 Silverado,Pickup truck: Standard,4.8,8,M5,X,16.7,12.1,14.6,19,336,n/a,n/a
2005,Chevrolet,C1500 Silverado,Pickup truck: Standard,5.3,8,A4,X,16.7,12.5,14.8,19,340,n/a,n/a
2005,Chevrolet,C1500 Silverado FFV,Pickup truck: Standard,5.3,8,A4,X,16.5,12.1,14.5,19,334,n/a,n/a
2005,Chevrolet,C1500 Silverado FFV,Pickup truck: Standard,5.3,8,A4,E,21.6,15.9,19,15,304,n/a,n/a
2005,Chevrolet,C1500 Silverado,Pickup truck: Standard,6,8,A4,Z,18.3,14.2,16.4,17,377,n/a,n/a
2005,Chevrolet,C1500 Silverado Hybrid,Pickup truck: Standard,5.3,8,A4,X,14.8,12.2,13.6,21,313,n/a,n/a
2005,Chevrolet,C1500 Suburban,Sport utility vehicle,5.3,8,A4,X,18.2,13.5,16.1,18,370,n/a,n/a
2005,Chevrolet,C1500 Suburban FFV,Sport utility vehicle,5.3,8,A4,X,18.1,13.3,15.9,18,366,n/a,n/a
2005,Chevrolet,C1500 Suburban FFV,Sport utility vehicle,5.3,8,A4,E,23.9,17.5,21,13,336,n/a,n/a
2005,Chevrolet,C1500 Tahoe,Sport utility vehicle,4.8,8,A4,X,16.8,12.7,15,19,345,n/a,n/a
2005,Chevrolet,C1500 Tahoe,Sport utility vehicle,5.3,8,A4,X,18.1,14.1,16.3,17,375,n/a,n/a
2005,Chevrolet,C1500 Tahoe FFV,Sport utility vehicle,5.3,8,A4,X,19.8,15.5,17.9,16,412,n/a,n/a
2005,Chevrolet,C1500 Tahoe FFV,Sport utility vehicle,5.3,8,A4,E,26.3,20.8,23.8,12,381,n/a,n/a
2005,Chevrolet,Cavalier,Compact,2.2,4,A4,X,11.3,7.9,9.8,29,225,n/a,n/a
2005,Chevrolet,Cavalier,Compact,2.2,4,M5,X,10.8,7.2,9.2,31,212,n/a,n/a
2005,Chevrolet,Cobalt #,Subcompact,2,4,M5,Z,11.6,8.8,10.3,27,237,n/a,n/a
2005,Chevrolet,Cobalt,Subcompact,2.2,4,A4,X,11.3,7.9,9.8,29,225,n/a,n/a
2005,Chevrolet,Cobalt,Subcompact,2.2,4,M5,X,10.9,7.3,9.3,30,214,n/a,n/a
2005,Chevrolet,Colorado,Pickup truck: Standard,2.8,4,A4,X,14.9,10.3,12.8,22,294,n/a,n/a
2005,Chevrolet,Colorado,Pickup truck: Standard,2.8,4,M5,X,13.8,9.8,12,24,276,n/a,n/a
2005,Chevrolet,Colorado,Pickup truck: Standard,3.5,5,A4,X,14.5,10.9,12.8,22,294,n/a,n/a
2005,Chevrolet,Colorado,Pickup truck: Standard,3.5,5,M5,X,14.6,10.2,12.6,22,290,n/a,n/a
2005,Chevrolet,Colorado 4X4,Pickup truck: Standard,2.8,4,A4,X,15.2,11.1,13.4,21,308,n/a,n/a
2005,Chevrolet,Colorado 4X4,Pickup truck: Standard,2.8,4,M5,X,14.9,11,13.1,22,301,n/a,n/a
2005,Chevrolet,Colorado 4X4,Pickup truck: Standard,3.5,5,A4,X,15.2,11.4,13.5,21,311,n/a,n/a
2005,Chevrolet,Colorado 4X4,Pickup truck: Standard,3.5,5,M5,X,14.9,11,13.1,22,301,n/a,n/a
2005,Chevrolet,Corvette,Two-seater,6,8,A4,Z,14.4,9.6,12.2,23,281,n/a,n/a
2005,Chevrolet,Corvette,Two-seater,6,8,M6,Z,14.8,9,12.2,23,281,n/a,n/a
2005,Chevrolet,Epica,Mid-size,2.5,6,A4,X,13.1,9.3,11.4,25,262,n/a,n/a
2005,Chevrolet,Equinox,Sport utility vehicle,3.4,6,A5,X,14.3,10.2,12.4,23,285,n/a,n/a
2005,Chevrolet,Equinox AWD,Sport utility vehicle,3.4,6,A5,X,14.3,10.2,12.4,23,285,n/a,n/a
2005,Chevrolet,G15 Express Passenger,Van: Passenger,4.3,6,A4,X,18.4,14.2,16.5,17,380,n/a,n/a
2005,Chevrolet,G15 Express Passenger,Van: Passenger,5.3,8,A4,X,18.2,13.5,16.1,18,370,n/a,n/a
2005,Chevrolet,G15/25 Express Cargo,Van: Cargo,4.3,6,A4,X,18.2,13.8,16.2,17,373,n/a,n/a
2005,Chevrolet,G15/25 Express Cargo,Van: Cargo,5.3,8,A4,X,18,13.6,16,18,368,n/a,n/a
2005,Chevrolet,H15 Express Passenger AWD,Van: Passenger,5.3,8,A4,X,18.8,15.3,17.2,16,396,n/a,n/a
2005,Chevrolet,H15/25 Express Cargo AWD,Van: Cargo,5.3,8,A4,X,18.1,14.2,16.3,17,375,n/a,n/a
2005,Chevrolet,Impala,Full-size,3.4,6,A4,X,12.6,8.1,10.6,27,244,n/a,n/a
2005,Chevrolet,Impala,Full-size,3.8,6,A4,X,13.4,8.7,11.3,25,260,n/a,n/a
2005,Chevrolet,Impala #,Full-size,3.8,6,A4,Z,15,9.7,12.6,22,290,n/a,n/a
2005,Chevrolet,K1500 Avalanche 4X4,Pickup truck: Standard,5.3,8,A4,X,18.8,15.3,17.2,16,396,n/a,n/a
2005,Chevrolet,K1500 Avalanche 4X4 FFV,Pickup truck: Standard,5.3,8,A4,X,19.8,15.5,17.9,16,412,n/a,n/a
2005,Chevrolet,K1500 Avalanche 4X4 FFV,Pickup truck: Standard,5.3,8,A4,E,26.3,20.8,23.8,12,381,n/a,n/a
2005,Chevrolet,K1500 Silverado 4X4,Pickup truck: Standard,4.3,6,A4,X,19.1,14.7,17.2,16,396,n/a,n/a
2005,Chevrolet,K1500 Silverado 4X4,Pickup truck: Standard,4.3,6,M5,X,17.7,13,15.6,18,359,n/a,n/a
2005,Chevrolet,K1500 Silverado 4X4,Pickup truck: Standard,4.8,8,A4,X,16.8,13,15.1,19,347,n/a,n/a
2005,Chevrolet,K1500 Silverado 4X4,Pickup truck: Standard,4.8,8,M5,X,18.5,13.3,16.1,18,370,n/a,n/a
2005,Chevrolet,K1500 Silverado 4X4,Pickup truck: Standard,5.3,8,A4,X,17.6,13.6,15.8,18,363,n/a,n/a
2005,Chevrolet,K1500 Silverado 4X4 FFV,Pickup truck: Standard,5.3,8,A4,X,18.3,14.2,16.4,17,377,n/a,n/a
2005,Chevrolet,K1500 Silverado 4X4 FFV,Pickup truck: Standard,5.3,8,A4,E,23.2,18,20.8,14,333,n/a,n/a
2005,Chevrolet,K1500 Silverado SS AWD,Pickup truck: Standard,6,8,A4,Z,21.9,17.3,19.8,14,455,n/a,n/a
2005,Chevrolet,K1500 Silverado Hybrid 4X4,Pickup truck: Standard,5.3,8,A4,X,16,13.3,14.7,19,338,n/a,n/a
2005,Chevrolet,K1500 Suburban 4X4,Sport utility vehicle,5.3,8,A4,X,18.8,15.3,17.2,16,396,n/a,n/a
2005,Chevrolet,K1500 Suburban 4X4 FFV,Sport utility vehicle,5.3,8,A4,X,19.8,15.5,17.9,16,412,n/a,n/a
2005,Chevrolet,K1500 Suburban 4X4 FFV,Sport utility vehicle,5.3,8,A4,E,26.3,20.8,23.8,12,381,n/a,n/a
2005,Chevrolet,K1500 Suburban AWD,Sport utility vehicle,5.3,8,A4,X,18.8,15.3,17.2,16,396,n/a,n/a
2005,Chevrolet,K1500 Suburban AWD FFV,Sport utility vehicle,5.3,8,A4,X,19.8,15.5,17.9,16,412,n/a,n/a
2005,Chevrolet,K1500 Suburban AWD FFV,Sport utility vehicle,5.3,8,A4,E,26.3,20.8,23.8,12,381,n/a,n/a
2005,Chevrolet,K1500 Tahoe 4X4,Sport utility vehicle,4.8,8,A4,X,17,13,15.2,19,350,n/a,n/a
2005,Chevrolet,K1500 Tahoe 4X4,Sport utility vehicle,5.3,8,A4,X,18.8,15.3,17.2,16,396,n/a,n/a
2005,Chevrolet,K1500 Tahoe 4X4 FFV,Sport utility vehicle,5.3,8,A4,X,19.8,15.5,17.9,16,412,n/a,n/a
2005,Chevrolet,K1500 Tahoe 4X4 FFV,Sport utility vehicle,5.3,8,A4,E,26.3,20.8,23.8,12,381,n/a,n/a
2005,Chevrolet,K1500 Tahoe AWD,Sport utility vehicle,5.3,8,A4,X,18.8,15.3,17.2,16,396,n/a,n/a
2005,Chevrolet,K1500 Tahoe AWD FFV,Sport utility vehicle,5.3,8,A4,X,19.8,15.5,17.9,16,412,n/a,n/a
2005,Chevrolet,K1500 Tahoe AWD FFV,Sport utility vehicle,5.3,8,A4,E,26.3,20.8,23.8,12,381,n/a,n/a
2005,Chevrolet,Malibu,Mid-size,2.2,4,A4,X,11.2,7.9,9.7,29,223,n/a,n/a
2005,Chevrolet,Malibu,Mid-size,3.5,6,A4,X,11.9,8,10.2,28,235,n/a,n/a
2005,Chevrolet,Malibu Maxx,Full-size,3.5,6,A4,X,11.9,8,10.2,28,235,n/a,n/a
2005,Chevrolet,Monte Carlo,Mid-size,3.4,6,A4,X,12.6,8.1,10.6,27,244,n/a,n/a
2005,Chevrolet,Monte Carlo,Mid-size,3.8,6,A4,X,13.3,8.5,11.1,25,255,n/a,n/a
2005,Chevrolet,Monte Carlo #,Mid-size,3.8,6,A4,Z,15,9.7,12.6,22,290,n/a,n/a
2005,Chevrolet,Optra,Compact,2,4,A4,X,12.3,8.8,10.7,26,246,n/a,n/a
2005,Chevrolet,Optra,Compact,2,4,M5,X,12.1,8.8,10.6,27,244,n/a,n/a
2005,Chevrolet,Optra Wagon,Station wagon: Small,2,4,A4,X,12.3,8.8,10.7,26,246,n/a,n/a
2005,Chevrolet,Optra Wagon,Station wagon: Small,2,4,M5,X,12.1,8.8,10.6,27,244,n/a,n/a
