Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating
2013,Porsche,Cayenne S Hybrid,Sport utility vehicle: Standard,3,6,A8,Z,11.8,9.9,11,26,253,n/a,n/a
2013,Porsche,Cayenne GTS,Sport utility vehicle: Standard,4.8,8,A8,Z,16.7,11.7,14.4,20,339,n/a,n/a
2013,Porsche,Cayenne Turbo,Sport utility vehicle: Standard,4.8,8,A8,Z,16.3,11,13.9,20,326,n/a,n/a
2013,Porsche,Panamera,Full-size,3.6,6,AM7,Z,13.1,8.8,11.2,25,258,n/a,n/a
2013,Porsche,Panamera 4,Full-size,3.6,6,AM7,Z,13.3,9,11.4,25,262,n/a,n/a
2013,Porsche,Panamera S,Full-size,4.8,8,AM7,Z,14.5,9.8,12.4,23,285,n/a,n/a
2013,Porsche,Panamera 4S,Full-size,4.8,8,AM7,Z,14.5,9.8,12.4,23,285,n/a,n/a
2013,Porsche,Panamera S Hybrid,Full-size,3,6,A8,Z,9.9,8.1,9.1,31,209,n/a,n/a
2013,Porsche,Panamera GTS,Full-size,4.8,8,AM7,Z,14.9,10.1,12.7,22,292,n/a,n/a
2013,Porsche,Panamera Turbo,Full-size,4.8,8,AM7,Z,15.7,10.2,13.2,21,304,n/a,n/a
2013,Porsche,Panamera Turbo S,Full-size,4.8,8,AM7,Z,15.7,10.2,13.2,21,304,n/a,n/a
2013,Ram,1500 FFV,Pickup truck: Standard,3.6,6,A8,X,13.8,9.5,11.9,24,274,n/a,n/a
2013,Ram,1500 FFV,Pickup truck: Standard,3.6,6,A8,E,18.7,13.3,16.3,17,261,n/a,n/a
2013,Ram,1500 HFE,Pickup truck: Standard,3.6,6,A8,X,12.9,9.3,11.2,25,258,n/a,n/a
2013,Ram,1500 FFV,Pickup truck: Standard,4.7,8,A6,X,16.7,12,14.6,19,336,n/a,n/a
2013,Ram,1500 FFV,Pickup truck: Standard,4.7,8,A6,E,24.1,18.9,21.8,13,349,n/a,n/a
2013,Ram,1500 (FuelSaver MDS),Pickup truck: Standard,5.7,8,A6,X,17.1,12,14.8,19,340,n/a,n/a
2013,Ram,1500 (FuelSaver MDS),Pickup truck: Standard,5.7,8,A8,X,15.7,11,13.6,21,313,n/a,n/a
2013,Ram,1500 FFV 4X4,Pickup truck: Standard,3.6,6,A8,X,14.6,10.1,12.5,23,288,n/a,n/a
2013,Ram,1500 FFV 4X4,Pickup truck: Standard,3.6,6,A8,E,20.4,14.5,17.8,16,285,n/a,n/a
2013,Ram,1500 FFV 4X4,Pickup truck: Standard,4.7,8,A6,X,17,12.3,14.9,19,343,n/a,n/a
2013,Ram,1500 FFV 4X4,Pickup truck: Standard,4.7,8,A6,E,24.1,18.9,21.8,13,349,n/a,n/a
2013,Ram,1500 4X4 (FuelSaver MDS),Pickup truck: Standard,5.7,8,A6,X,17.6,12.7,15.4,18,354,n/a,n/a
2013,Ram,1500 4X4 (FuelSaver MDS),Pickup truck: Standard,5.7,8,A8,X,16.1,11.4,14,20,322,n/a,n/a
2013,Ram,Cargo Van FFV,Minivan,3.6,6,A6,X,13.7,9.4,11.8,24,271,n/a,n/a
2013,Ram,Cargo Van FFV,Minivan,3.6,6,A6,E,19.1,13.1,16.4,17,262,n/a,n/a
2013,Rolls-Royce,Ghost,Full-size,6.6,12,A8,Z,19.1,12.3,16.1,18,370,n/a,n/a
2013,Rolls-Royce,Ghost EWB,Full-size,6.6,12,A8,Z,19.1,12.3,16.1,18,370,n/a,n/a
2013,Rolls-Royce,Phantom,Full-size,6.7,12,A6,Z,20.7,12.7,17.1,17,393,n/a,n/a
2013,Rolls-Royce,Phantom EWB,Full-size,6.7,12,A6,Z,20.7,12.8,17.2,16,396,n/a,n/a
2013,Rolls-Royce,Phantom Coupe,Compact,6.7,12,A6,Z,20.7,12.7,17.1,17,393,n/a,n/a
2013,Rolls-Royce,Phantom Drophead Coupe,Compact,6.7,12,A6,Z,20.7,12.8,17.2,16,396,n/a,n/a
2013,Scion,FR-S,Minicompact,2,4,AS6,Z,9.6,7,8.4,34,193,n/a,n/a
2013,Scion,FR-S,Minicompact,2,4,M6,Z,11,7.9,9.6,29,221,n/a,n/a
2013,Scion,iQ,Minicompact,1.3,4,AV,X,6.6,5.7,6.2,46,143,n/a,n/a
2013,Scion,tC,Compact,2.5,4,AS6,X,10.2,7.5,9,31,207,n/a,n/a
2013,Scion,tC,Compact,2.5,4,M6,X,10.4,7.6,9.2,31,212,n/a,n/a
2013,Scion,xB,Station wagon: Small,2.4,4,AS4,X,10.9,8.6,9.8,29,225,n/a,n/a
2013,Scion,xB,Station wagon: Small,2.4,4,M5,X,10.9,8.6,9.8,29,225,n/a,n/a
2013,Scion,xD,Subcompact,1.8,4,A4,X,8.8,7.1,8,35,184,n/a,n/a
2013,Scion,xD,Subcompact,1.8,4,M5,X,8.6,7.1,7.9,36,182,n/a,n/a
2013,smart,fortwo cabriolet,Two-seater,1,3,AM5,Z,6.9,5.7,6.4,44,147,n/a,n/a
2013,smart,fortwo coupe,Two-seater,1,3,AM5,Z,6.9,5.7,6.4,44,147,n/a,n/a
2013,SRT,Viper,Two-seater,8.4,10,M6,Z,20,13,16.9,17,389,n/a,n/a
2013,SRT,Viper GTS,Two-seater,8.4,10,M6,Z,20,13,16.9,17,389,n/a,n/a
2013,Subaru,BRZ,Minicompact,2,4,AS6,Z,9.6,7.1,8.5,33,196,n/a,n/a
2013,Subaru,BRZ,Minicompact,2,4,M6,Z,11,7.9,9.6,29,221,n/a,n/a
2013,Subaru,Forester AWD,Sport utility vehicle: Small,2.5,4,AS4,Z,12.5,9.9,11.3,25,260,n/a,n/a
2013,Subaru,Forester AWD,Sport utility vehicle: Small,2.5,4,AS4,X,11.3,8.9,10.2,28,235,n/a,n/a
2013,Subaru,Forester AWD,Sport utility vehicle: Small,2.5,4,M5,X,11.3,8.8,10.2,28,235,n/a,n/a
2013,Subaru,Impreza AWD,Compact,2,4,AV,X,8.7,6.6,7.8,36,179,n/a,n/a
2013,Subaru,Impreza AWD,Compact,2,4,M5,X,9.6,7.1,8.5,33,196,n/a,n/a
2013,Subaru,Impreza AWD,Compact,2.5,4,M5,Z,12.6,9.5,11.2,25,258,n/a,n/a
2013,Subaru,Impreza AWD,Compact,2.5,4,M6,Z,14.2,10.4,12.5,23,288,n/a,n/a
2013,Subaru,Impreza Wagon AWD,Station wagon: Small,2,4,AV,X,8.7,6.6,7.8,36,179,n/a,n/a
2013,Subaru,Impreza Wagon AWD,Station wagon: Small,2,4,M5,X,9.6,7.1,8.5,33,196,n/a,n/a
2013,Subaru,Impreza Wagon AWD,Station wagon: Small,2.5,4,M5,Z,12.6,9.5,11.2,25,258,n/a,n/a
2013,Subaru,Impreza Wagon AWD,Station wagon: Small,2.5,4,M6,Z,14.2,10.4,12.5,23,288,n/a,n/a
2013,Subaru,Legacy AWD,Mid-size,2.5,4,AV,X,9.7,7.2,8.6,33,198,n/a,n/a
2013,Subaru,Legacy AWD,Mid-size,2.5,4,M6,X,11.2,8.3,9.9,29,228,n/a,n/a
2013,Subaru,Legacy AWD,Mid-size,3.6,6,AS5,X,13.3,9.7,11.7,24,269,n/a,n/a
2013,Subaru,Outback AWD,Sport utility vehicle: Small,2.5,4,AV,X,9.9,7.8,8.9,32,205,n/a,n/a
2013,Subaru,Outback AWD,Sport utility vehicle: Small,2.5,4,M6,X,11.2,8.3,9.9,29,228,n/a,n/a
2013,Subaru,Outback AWD,Sport utility vehicle: Small,3.6,6,AS5,X,13.3,9.7,11.7,24,269,n/a,n/a
2013,Subaru,Tribeca AWD,Sport utility vehicle: Small,3.6,6,AS5,X,14.7,11.1,13.1,22,301,n/a,n/a
2013,Subaru,XV Crosstrek AWD,Sport utility vehicle: Small,2,4,AV,X,9.5,7.2,8.4,34,193,n/a,n/a
2013,Subaru,XV Crosstrek AWD,Sport utility vehicle: Small,2,4,M5,X,10.2,8,9.2,31,212,n/a,n/a
2013,Suzuki,Grand Vitara Urban/JX/JLX,Sport utility vehicle: Small,2.4,4,A4,X,12.7,10.2,11.5,25,265,n/a,n/a
2013,Suzuki,Kizashi S AWD,Compact,2.4,4,AV,X,10.6,8.1,9.5,30,219,n/a,n/a
2013,Suzuki,Kizashi SX/Sport AWD,Compact,2.4,4,AV,X,10.6,8.1,9.5,30,219,n/a,n/a
2013,Suzuki,SX4 Crossover JA/JX AWD,Station wagon: Small,2,4,M6,X,10.6,7.9,9.4,30,216,n/a,n/a
2013,Suzuki,SX4 Crossover JA/JX/JLX AWD,Station wagon: Small,2,4,AV,X,10.3,8,9.3,30,214,n/a,n/a
2013,Suzuki,SX4 Hatchback JA,Station wagon: Small,2,4,AV,X,9.5,7.6,8.7,32,200,n/a,n/a
2013,Suzuki,SX4 Hatchback JA,Station wagon: Small,2,4,M6,X,10.4,7.5,9.1,31,209,n/a,n/a
2013,Suzuki,SX4 Hatchback JX,Station wagon: Small,2,4,AV,X,10.1,8,9.2,31,212,n/a,n/a
2013,Suzuki,SX4 Sedan JA,Compact,2,4,AV,X,9.3,7.3,8.4,34,193,n/a,n/a
2013,Suzuki,SX4 Sedan JA/JE,Compact,2,4,M6,X,10.3,7.2,8.9,32,205,n/a,n/a
2013,Suzuki,SX4 Sedan Sport,Compact,2,4,AV,X,10.2,8,9.2,31,212,n/a,n/a
2013,Suzuki,SX4 Sedan Sport,Compact,2,4,M6,X,10.4,7.4,9.1,31,209,n/a,n/a
2013,Toyota,4Runner (Part-Time 4WD),Sport utility vehicle: Standard,4,6,AS5,X,14.3,11.1,12.8,22,294,n/a,n/a
2013,Toyota,4Runner 4WD,Sport utility vehicle: Standard,4,6,AS5,X,14.3,11.1,12.8,22,294,n/a,n/a
2013,Toyota,Avalon,Mid-size,3.5,6,AS6,X,11.3,7.6,9.6,29,221,n/a,n/a
2013,Toyota,Camry,Mid-size,2.5,4,AS6,X,9.5,6.6,8.2,34,189,n/a,n/a
2013,Toyota,Camry,Mid-size,3.5,6,AS6,X,11,7.5,9.4,30,216,n/a,n/a
2013,Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV,X,5.5,5.9,5.7,50,131,n/a,n/a
2013,Toyota,Camry Hybrid XLE,Mid-size,2.5,4,AV,X,5.8,6.2,5.9,48,136,n/a,n/a
2013,Toyota,Corolla,Compact,1.8,4,A4,X,9.1,6.8,8.1,35,186,n/a,n/a
2013,Toyota,Corolla,Compact,1.8,4,M5,X,8.6,6.7,7.8,36,179,n/a,n/a
2013,Toyota,Corolla Matrix,Station wagon: Small,1.8,4,A4,X,9.5,7.6,8.7,32,200,n/a,n/a
2013,Toyota,Corolla Matrix,Station wagon: Small,1.8,4,M5,X,8.9,7.3,8.2,34,189,n/a,n/a
2013,Toyota,Corolla Matrix,Station wagon: Small,2.4,4,A4,X,11.6,9.1,10.5,27,242,n/a,n/a
2013,Toyota,Corolla Matrix,Station wagon: Small,2.4,4,AS5,X,11.2,8.3,9.9,29,228,n/a,n/a
2013,Toyota,Corolla Matrix,Station wagon: Small,2.4,4,M5,X,10.9,8.5,9.8,29,225,n/a,n/a
2013,Toyota,FJ Cruiser 4WD,Sport utility vehicle: Small,4,6,A5,X,14.3,11.2,12.9,22,297,n/a,n/a
2013,Toyota,FJ Cruiser 4WD,Sport utility vehicle: Small,4,6,M6,X,15.4,12.1,13.9,20,320,n/a,n/a
2013,Toyota,Highlander,Sport utility vehicle: Small,2.7,4,AS6,X,11.8,8.7,10.4,27,239,n/a,n/a
2013,Toyota,Highlander,Sport utility vehicle: Small,3.5,6,AS5,X,13.2,9.8,11.7,24,269,n/a,n/a
2013,Toyota,Highlander 4WD,Sport utility vehicle: Small,3.5,6,AS5,X,14.2,10.3,12.4,23,285,n/a,n/a
2013,Toyota,Highlander Hybrid 4WD,Sport utility vehicle: Standard,3.5,6,AV,X,7.8,8.7,8.2,34,189,n/a,n/a
2013,Toyota,Prius,Mid-size,1.8,4,AV,X,4.7,4.9,4.8,59,110,n/a,n/a
2013,Toyota,Prius c,Compact,1.5,4,AV,X,4.5,4.9,4.7,60,108,n/a,n/a
2013,Toyota,Prius v,Station wagon: Mid-size,1.8,4,AV,X,5.3,5.8,5.6,50,129,n/a,n/a
2013,Toyota,RAV4,Sport utility vehicle: Small,2.5,4,AS6,X,10,7.6,8.9,32,205,n/a,n/a
2013,Toyota,RAV4 AWD,Sport utility vehicle: Small,2.5,4,AS6,X,10.4,8.1,9.4,30,216,n/a,n/a
2013,Toyota,RAV4 Limited AWD,Sport utility vehicle: Small,2.5,4,AS6,X,10.6,8.1,9.5,30,219,n/a,n/a
2013,Toyota,Sequoia 4WD,Sport utility vehicle: Standard,5.7,8,AS6,X,19,13.9,16.7,17,384,n/a,n/a
2013,Toyota,Sienna,Minivan,2.7,4,AS6,X,11.8,8.9,10.5,27,242,n/a,n/a
2013,Toyota,Sienna,Minivan,3.5,6,AS6,X,12.9,9.4,11.3,25,260,n/a,n/a
2013,Toyota,Sienna AWD,Minivan,3.5,6,AS6,X,13.9,10.2,12.2,23,281,n/a,n/a
2013,Toyota,Tacoma,Pickup truck: Small,2.7,4,A4,X,12.2,9.3,10.9,26,251,n/a,n/a
2013,Toyota,Tacoma,Pickup truck: Small,2.7,4,M5,X,11.3,8.9,10.2,28,235,n/a,n/a
2013,Toyota,Tacoma,Pickup truck: Small,4,6,M6,X,14.5,11.3,13.1,22,301,n/a,n/a
2013,Toyota,Tacoma 4WD,Pickup truck: Small,2.7,4,A4,X,13.1,10.5,11.9,24,274,n/a,n/a
2013,Toyota,Tacoma 4WD,Pickup truck: Small,2.7,4,M5,X,12.8,10.6,11.8,24,271,n/a,n/a
2013,Toyota,Tacoma 4WD,Pickup truck: Small,4,6,A5,X,14.5,11.3,13.1,22,301,n/a,n/a
2013,Toyota,Tacoma 4WD,Pickup truck: Small,4,6,M6,X,15.2,12.2,13.9,20,320,n/a,n/a
2013,Toyota,Tundra,Pickup truck: Standard,4.6,8,AS6,X,15.9,11.8,14,20,322,n/a,n/a
2013,Toyota,Tundra,Pickup truck: Standard,5.7,8,AS6,X,17.7,13,15.6,18,359,n/a,n/a
2013,Toyota,Tundra 4WD,Pickup truck: Standard,4.6,8,AS6,X,17,12.7,15.1,19,347,n/a,n/a
2013,Toyota,Tundra 4WD,Pickup truck: Standard,5.7,8,AS6,X,18.1,13.9,16.2,17,373,n/a,n/a
2013,Toyota,Venza,Sport utility vehicle: Small,2.7,4,AS6,X,11.4,8.2,10,28,230,n/a,n/a
2013,Toyota,Venza,Sport utility vehicle: Small,3.5,6,AS6,X,12.6,9.1,11,26,253,n/a,n/a
2013,Toyota,Venza AWD,Sport utility vehicle: Small,2.7,4,AS6,X,11.6,8.5,10.2,28,235,n/a,n/a
2013,Toyota,Venza AWD,Sport utility vehicle: Small,3.5,6,AS6,X,12.9,9.4,11.3,25,260,n/a,n/a
2013,Toyota,Yaris,Compact,1.5,4,A4,X,7.9,6.6,7.3,39,168,n/a,n/a
2013,Toyota,Yaris,Compact,1.5,4,M5,X,7.8,6.3,7.1,40,163,n/a,n/a
2013,Volkswagen,Beetle,Compact,2,4,AS6,Z,11.3,7.8,9.7,29,223,n/a,n/a
2013,Volkswagen,Beetle,Compact,2,4,M6,Z,11.7,8,10,28,230,n/a,n/a
2013,Volkswagen,Beetle TDI (modified),Compact,2,4,AS6,D,8.4,5.9,7.4,38,200,n/a,n/a
2013,Volkswagen,Beetle TDI (modified),Compact,2,4,M6,D,8.8,6.1,7.7,37,208,n/a,n/a
2013,Volkswagen,Beetle,Compact,2.5,5,AS6,X,10.9,8.5,9.8,29,225,n/a,n/a
2013,Volkswagen,Beetle,Compact,2.5,5,M5,X,11.3,7.6,9.6,29,221,n/a,n/a
2013,Volkswagen,Beetle Convertible,Subcompact,2.5,5,AS6,X,11.2,8.7,10.1,28,232,n/a,n/a
2013,Volkswagen,CC,Compact,2,4,AS6,Z,11.1,7.9,9.6,29,221,n/a,n/a
2013,Volkswagen,CC,Compact,2,4,M6,Z,11.6,7.6,9.8,29,225,n/a,n/a
2013,Volkswagen,CC 4MOTION,Compact,3.6,6,AS6,Z,14.3,9.8,12.3,23,283,n/a,n/a
2013,Volkswagen,Eos,Subcompact,2,4,AS6,Z,10.9,8,9.6,29,221,n/a,n/a
2013,Volkswagen,Golf TDI (modified),Compact,2,4,AS6,D,8.1,6.4,7.4,38,198,n/a,n/a
2013,Volkswagen,Golf TDI (modified),Compact,2,4,M6,D,8.3,6,7.3,39,196,n/a,n/a
2013,Volkswagen,Golf,Compact,2.5,5,AS6,X,10.4,7.8,9.2,31,212,n/a,n/a
2013,Volkswagen,Golf,Compact,2.5,5,M5,X,11.3,7.4,9.5,30,219,n/a,n/a
2013,Volkswagen,Golf R,Compact,2,4,M6,Z,12.3,8.9,10.8,26,248,n/a,n/a
2013,Volkswagen,Golf Wagon TDI (modified),Station wagon: Small,2,4,AS6,D,8.1,6.4,7.4,38,198,n/a,n/a
2013,Volkswagen,Golf Wagon TDI (modified),Station wagon: Small,2,4,M6,D,8.3,6,7.3,39,196,n/a,n/a
2013,Volkswagen,Golf Wagon,Station wagon: Small,2.5,5,AS6,X,10.4,7.8,9.2,31,212,n/a,n/a
2013,Volkswagen,Golf Wagon,Station wagon: Small,2.5,5,M5,X,11.3,7.4,9.5,30,219,n/a,n/a
2013,Volkswagen,GTI,Compact,2,4,AS6,Z,10,7.5,8.9,32,205,n/a,n/a
2013,Volkswagen,GTI,Compact,2,4,M6,Z,11.3,8,9.8,29,225,n/a,n/a
2013,Volkswagen,Jetta,Compact,2,4,AS6,X,10.6,8,9.5,30,219,n/a,n/a
2013,Volkswagen,Jetta,Compact,2,4,AS6,Z,10.1,7.3,8.9,32,205,n/a,n/a
2013,Volkswagen,Jetta,Compact,2,4,M5,X,10.4,7.2,9,31,207,n/a,n/a
2013,Volkswagen,Jetta,Compact,2,4,M6,Z,11.2,7.4,9.5,30,219,n/a,n/a
2013,Volkswagen,Jetta TDI (modified),Compact,2,4,AS6,D,8.1,6.4,7.4,38,198,n/a,n/a
2013,Volkswagen,Jetta TDI (modified),Compact,2,4,M6,D,8.3,6,7.3,39,196,n/a,n/a
2013,Volkswagen,Jetta,Compact,2.5,5,AS6,X,10.4,7.8,9.2,31,212,n/a,n/a
2013,Volkswagen,Jetta,Compact,2.5,5,M5,X,11.3,7.4,9.5,30,219,n/a,n/a
2013,Volkswagen,Jetta Turbo Hybrid,Compact,1.4,4,AM7,Z,5.5,5.1,5.4,52,124,n/a,n/a
2013,Volkswagen,Passat TDI (modified),Mid-size,2,4,AS6,D,7.8,5.9,6.9,41,180,n/a,n/a
2013,Volkswagen,Passat,Mid-size,2.5,5,AS6,X,11,8,9.6,29,221,n/a,n/a
2013,Volkswagen,Passat,Mid-size,2.5,5,M5,X,11.5,7.8,9.8,29,225,n/a,n/a
2013,Volkswagen,Passat,Mid-size,3.6,6,AS6,Z,12.3,8.8,10.7,26,246,n/a,n/a
2013,Volkswagen,Routan,Minivan,3.6,6,A6,X,14,9.5,12,24,276,n/a,n/a
2013,Volkswagen,Tiguan,Sport utility vehicle: Small,2,4,AM6,Z,11,8.8,10,28,230,n/a,n/a
2013,Volkswagen,Tiguan,Sport utility vehicle: Small,2,4,M6,Z,13.5,9.1,11.5,25,265,n/a,n/a
2013,Volkswagen,Tiguan 4MOTION,Sport utility vehicle: Small,2,4,AM6,Z,11.6,9.3,10.5,27,242,n/a,n/a
2013,Volkswagen,Touareg TDI (modified),Sport utility vehicle: Standard,3,6,AS8,D,11.8,8.1,10.2,28,277,n/a,n/a
2013,Volkswagen,Touareg,Sport utility vehicle: Standard,3.6,6,AS8,Z,14.4,10.4,12.6,22,296,n/a,n/a
2013,Volvo,C30,Compact,2.5,5,AS5,X,11.5,7.9,9.9,29,228,n/a,n/a
2013,Volvo,C30,Compact,2.5,5,M6,X,11.6,8.1,10,28,230,n/a,n/a
2013,Volvo,C70,Subcompact,2.5,5,AS5,X,12.9,8.7,11,26,253,n/a,n/a
2013,Volvo,S60,Compact,2.5,5,AS6,X,11.3,7.8,9.7,29,223,n/a,n/a
2013,Volvo,S60 AWD,Compact,2.5,5,AS6,X,11.6,8.3,10.1,28,232,n/a,n/a
2013,Volvo,S60 AWD,Compact,3,6,AS6,X,13.2,9.5,11.5,25,265,n/a,n/a
2013,Volvo,S80,Mid-size,3.2,6,AS6,X,11.9,8.1,10.2,28,235,n/a,n/a
2013,Volvo,S80 AWD,Mid-size,3,6,AS6,X,13.2,9.5,11.5,25,265,n/a,n/a
2013,Volvo,XC60,Sport utility vehicle: Small,3.2,6,AS6,X,12.7,9.3,11.1,25,255,n/a,n/a
2013,Volvo,XC60 AWD,Sport utility vehicle: Small,3,6,AS6,X,13.5,10.1,12,24,276,n/a,n/a
2013,Volvo,XC60 AWD,Sport utility vehicle: Small,3.2,6,AS6,X,13.1,9.7,11.6,24,267,n/a,n/a
2013,Volvo,XC70 AWD,Sport utility vehicle: Small,3,6,AS6,X,13.5,10.1,12,24,276,n/a,n/a
2013,Volvo,XC70 AWD,Sport utility vehicle: Small,3.2,6,AS6,X,13.1,9.3,11.4,25,262,n/a,n/a
2013,Volvo,XC90 AWD,Sport utility vehicle: Standard,3.2,6,AS6,X,14.8,10.4,12.8,22,294,n/a,n/a
2014,Acura,ILX,Compact,2,4,AS5,Z,9.9,6.7,8.5,33,196,n/a,n/a
2014,Acura,ILX,Compact,2.4,4,M6,Z,11.2,7.7,9.6,29,221,n/a,n/a
2014,Acura,ILX Hybrid,Compact,1.5,4,AV7,Z,6,5.8,5.9,48,136,n/a,n/a
2014,Acura,MDX 4WD,Sport utility vehicle: Small,3.5,6,AS6,Z,12.7,9.1,11.1,25,255,n/a,n/a
2014,Acura,RDX AWD,Sport utility vehicle: Small,3.5,6,AS6,Z,12.1,8.7,10.6,27,244,n/a,n/a
2014,Acura,RLX,Mid-size,3.5,6,AS6,Z,11.9,7.7,10,28,230,n/a,n/a
2014,Acura,TL,Mid-size,3.5,6,AS6,Z,11.8,8.1,10.1,28,232,n/a,n/a
2014,Acura,TL AWD,Mid-size,3.7,6,AS6,Z,12.8,9,11.1,25,255,n/a,n/a
2014,Acura,TL AWD,Mid-size,3.7,6,M6,Z,13.4,9.5,11.6,24,267,n/a,n/a
2014,Acura,TSX,Compact,2.4,4,AS5,Z,10.6,7.5,9.2,31,212,n/a,n/a
2014,Acura,TSX,Compact,2.4,4,M6,Z,11.2,8.1,9.8,29,225,n/a,n/a
2014,Acura,TSX,Compact,3.5,6,AS5,Z,12.1,8.3,10.4,27,239,n/a,n/a
2014,Alfa Romeo,4C,Two-seater,1.8,4,AM6,Z,9.7,6.9,8.4,34,193,n/a,n/a
2014,Aston Martin,DB9,Minicompact,5.9,12,A6,Z,18,12.6,15.6,18,359,n/a,n/a
2014,Aston Martin,Rapide,Subcompact,5.9,12,A6,Z,18,12.6,15.6,18,359,n/a,n/a
2014,Aston Martin,Vanquish,Minicompact,5.9,12,A6,Z,18,12.6,15.6,18,359,n/a,n/a
2014,Aston Martin,V8 Vantage,Two-seater,4.7,8,AM7,Z,17.4,11.3,14.7,19,338,n/a,n/a
2014,Aston Martin,V8 Vantage,Two-seater,4.7,8,M6,Z,18.1,12.2,15.4,18,354,n/a,n/a
2014,Aston Martin,V8 Vantage S,Two-seater,4.7,8,AM7,Z,17.4,11.3,14.7,19,338,n/a,n/a
2014,Aston Martin,V8 Vantage S,Two-seater,4.7,8,M6,Z,18.1,12.2,15.4,18,354,n/a,n/a
2014,Audi,A4,Compact,2,4,AV8,Z,9.9,7.4,8.8,32,202,n/a,n/a
2014,Audi,A4 quattro,Compact,2,4,AS8,Z,11.5,8.1,10,28,230,n/a,n/a
2014,Audi,A4 quattro,Compact,2,4,M6,Z,10.8,7.5,9.3,30,214,n/a,n/a
2014,Audi,A5 quattro,Subcompact,2,4,AS8,Z,11.5,8.1,10,28,230,n/a,n/a
2014,Audi,A5 quattro,Subcompact,2,4,M6,Z,10.8,7.5,9.3,30,214,n/a,n/a
2014,Audi,A5 Cabriolet quattro,Subcompact,2,4,AS8,Z,11.5,8.1,10,28,230,n/a,n/a
2014,Audi,A6 quattro,Mid-size,2,4,AS8,Z,12,8.1,10.2,28,235,n/a,n/a
2014,Audi,A6 quattro,Mid-size,3,6,AS8,Z,12.8,8.6,10.9,26,251,n/a,n/a
2014,Audi,A6 quattro TDI (modified),Mid-size,3,6,AS8,D,9.8,6.2,8.1,35,217,n/a,n/a
2014,Audi,A7 quattro,Mid-size,3,6,AS8,Z,13.3,8.5,11.2,25,262,n/a,n/a
2014,Audi,A7 quattro TDI (modified),Mid-size,3,6,AS8,D,9.8,6.2,8.1,35,217,n/a,n/a
2014,Audi,A8,Mid-size,3,6,AS8,Z,13.1,8.8,11.2,25,258,n/a,n/a
2014,Audi,A8 TDI (modified),Mid-size,3,6,AS8,D,9.8,6.5,8.4,34,224,n/a,n/a
2014,Audi,A8,Mid-size,4,8,AS8,Z,13.7,8.3,11.3,25,265,n/a,n/a
2014,Audi,A8L,Full-size,3,6,AS8,Z,13.1,8.8,11.2,25,258,n/a,n/a
2014,Audi,A8L TDI (modified),Full-size,3,6,AS8,D,9.8,6.5,8.4,34,224,n/a,n/a
2014,Audi,A8L,Full-size,4,8,AS8,Z,14.7,9.7,12.5,23,288,n/a,n/a
2014,Audi,A8L,Full-size,6.3,12,AS8,Z,18.7,11.5,15.5,18,363,n/a,n/a
2014,Audi,allroad quattro,Station wagon: Small,2,4,AS8,Z,11.8,8.8,10.5,27,242,n/a,n/a
2014,Audi,Q5,Sport utility vehicle: Small,2,4,AS8,Z,12,8.5,10.4,27,239,n/a,n/a
2014,Audi,Q5,Sport utility vehicle: Small,3,6,AS8,Z,12.9,9.2,11.2,25,258,n/a,n/a
2014,Audi,Q5 TDI (modified),Sport utility vehicle: Small,3,6,AS8,D,10.2,7.8,9,31,244,n/a,n/a
2014,Audi,Q5 Hybrid,Sport utility vehicle: Small,2,4,AS8,Z,9.9,8.3,9.2,31,212,n/a,n/a
2014,Audi,Q7,Sport utility vehicle: Standard,3,6,AS8,Z,15.1,10.9,13.2,21,304,n/a,n/a
2014,Audi,Q7 TDI (modified),Sport utility vehicle: Standard,3,6,AS8,D,12.4,8.7,10.7,26,290,n/a,n/a
2014,Audi,R8,Two-seater,4.2,8,A7,Z,17.6,11,14.6,19,336,n/a,n/a
2014,Audi,R8,Two-seater,4.2,8,M6,Z,21.2,13.4,17.7,16,407,n/a,n/a
2014,Audi,R8,Two-seater,5.2,10,A7,Z,18.2,10.6,14.8,19,347,n/a,n/a
2014,Audi,R8,Two-seater,5.2,10,M6,Z,21.1,13.8,17.8,16,409,n/a,n/a
2014,Audi,R8 Spyder,Two-seater,4.2,8,A7,Z,17.6,11,14.6,19,336,n/a,n/a
2014,Audi,R8 Spyder,Two-seater,4.2,8,M6,Z,21.2,13.4,17.7,16,407,n/a,n/a
2014,Audi,R8 Spyder,Two-seater,5.2,10,A7,Z,18.2,10.6,14.8,19,347,n/a,n/a
2014,Audi,R8 Spyder,Two-seater,5.2,10,M6,Z,21.1,13.8,17.8,16,409,n/a,n/a
2014,Audi,RS 5,Subcompact,4.2,8,A7,Z,15.3,10.9,13.3,21,306,n/a,n/a
2014,Audi,RS 5 Cabriolet,Subcompact,4.2,8,A7,Z,15.2,11.3,13.4,21,308,n/a,n/a
2014,Audi,RS 7,Mid-size,4,8,AS8,Z,15.5,8.8,12.5,23,293,n/a,n/a
2014,Audi,S4,Compact,3,6,A7,Z,13.2,9.2,11.4,25,262,n/a,n/a
2014,Audi,S4,Compact,3,6,M6,Z,14.6,9.8,12.4,23,285,n/a,n/a
